"日本標準商品分類(平成2年[1990年]6月改定)"
"分類コード","項目名","本籍"
"0334051","やまなしだい木",""
"0334052","いぬなしだい木",""
"0334053","まめなしだい木",""
"033406","かきのだい木",""
"0334061","まめがきだい木",""
"0334062","かきの共だい",""
"033407","ぶどうのだい木",""
"0334071","フィロキセラ免疫性だい木",""
"0334079","その他のぶどうのだい木",""
"033408","もものだい木",""
"033411","すもものだい木",""
"033412","うめのだい木",""
"033413","あんずのだい木",""
"033414","おうとうのだい木",""
"0334141","あおはたざくらだい木",""
"0334142","まめざくらだい木",""
"0334143","マザードだい木",""
"033415","くりのだい木",""
"033416","くるみのだい木",""
"033499","その他の果樹のだい木",""
"0335","果樹（だい木用のものを含む。）の穂木",""
"03351","常緑果樹の穂木",""
"033511","かんきつ類穂木",""
"0335111","みかん類穂木",""
"03351111","うんしゅうみかん類穂木",""
"03351119","その他のみかん類穂木",""
"0335112","ゆず類穂木",""
"0335113","オレンジ類穂木",""
"0335114","雑かん類穂木",""
"03351141","はっさく穂木",""
"03351142","いよかん穂木",""
"03351143","なつみかん穂木",""
"03351149","その他の雑かん類穂木",""
"0335115","グレープフルーツ穂木",""
"0335116","ぶんたん類穂木",""
"0335117","レモン類穂木",""
"0335118","きんかん穂木",""
"0335119","その他のかんきつ類穂木",""
"033512","びわ穂木",""
"033513","オリーブ穂木",""
"033519","その他の常緑果樹の穂木",""
"03352","落葉果樹の穂木",""
"0335201","りんご穂木",""
"0335202","かき穂木",""
"0335203","くり穂木",""
"0335204","うめ穂木",""
"0335205","もも穂木",""
"0335206","ネクタリン穂木",""
"0335207","日本なし穂木",""
"0335208","西洋なし穂木",""
"0335211","中国なし穂木",""
"0335212","ぶどう穂木",""
"0335213","すもも穂木",""
"0335214","おうとう穂木",""
"0335215","キウイフルーツ穂木",""
"0335299","その他の落葉果樹の穂木",""
"03353","熱帯性及び亜熱帯性果樹の穂木",""
"033531","アボカド穂木",""
"033539","その他の熱帯性及び亜熱帯性果樹の穂木",""
"0336","樹木・かん（灌）木・木質つる茎植物の苗木, だい木, 穂木及びさし枝（鑑賞用を含む。）",""
"03361","観賞用かん木類苗木",""
"0336101","かんのんちく苗木",""
"0336102","ケンチャやし苗木",""
"0336103","しゅろちく苗木",""
"0336104","つつじ苗木",""
"0336105","とうじゅろ苗木",""
"0336106","ばら苗木",""
"0336107","びろう苗木",""
"0336108","フェニックス苗木",""
"0336111","ポインセチア苗木",""
"0336112","ぼたん苗木",""
"0336113","りんしょうばい苗木",""
"0336199","その他の鑑賞用かん木類苗木",""
"03362","林業用樹木・かん（灌）木・木質つる茎植物の苗木, だい木, 穂木及びさし枝（果樹, 殻果樹及び鑑賞用を除く。）",""
"033621","針葉樹の実生苗木（外国種を除く。）",""
"0336211","すぎ実生苗木",""
"0336212","ひのき実生苗木",""
"0336213","あかまつ実生苗木",""
"0336214","くろまつ実生苗木",""
"0336215","からまつ実生苗木",""
"0336216","えぞまつ実生苗木",""
"0336217","とどまつ実生苗木",""
"0336218","りゅうきゅうまつ実生苗木",""
"0336219","その他の針葉樹の実生苗木",""
"03362191","もみ実生苗木",""
"03362192","ひば実生苗木",""
"03362193","とうひ実生苗木",""
"03362194","きたごようまつ実生苗木",""
"03362195","ごようまつ実生苗木",""
"03362199","他に分類されない針葉樹の実生苗木",""
"033622","外国種針葉樹の実生苗木",""
"0336221","ストローブまつ実生苗木",""
"0336222","テーダまつ実生苗木",""
"0336223","スラッシュまつ実生苗木",""
"0336224","欧州あかまつ実生苗木",""
"0336225","欧州とうひ実生苗木",""
"0336226","欧州からまつ実生苗木",""
"0336227","ダフリカからまつ実生苗木",""
"0336229","その他の外国種針葉樹の実生苗木",""
"033623","針葉樹の苗木（実生苗木を除く。）",""
"0336231","針葉樹のさし木苗木",""
"03362311","すぎさし木苗木",""
"03362312","ひのきさし木苗木",""
"03362313","ひばさし木苗木",""
"03362319","その他の針葉樹のさし木苗木",""
"0336232","針葉樹のさし枝",""
"03362321","すぎさし枝",""
"03362322","ひのきさし枝",""
"03362323","ひばさし枝",""
"03362329","その他の針葉樹のさし枝",""
"0336233","針葉樹のつぎ木苗木",""
"03362331","あかまつつぎ木苗木",""
"03362332","くろまつつぎ木苗木",""
"03362333","すぎつぎ木苗木",""
"03362334","とどまつつぎ木苗木",""
"03362339","その他の針葉樹のつぎ木苗木",""
"033624","広葉樹の実生苗木（外国種を除く。）",""
"0336241","けやき実生苗木",""
"0336242","かし実生苗木",""
"0336243","くぬぎ実生苗木",""
"0336244","はんのき実生苗木",""
"0336245","くり実生苗木",""
"0336246","くるみ実生苗木",""
"0336249","その他の広葉樹の実生苗木",""
"03362491","やちだも実生苗木",""
"03362492","なら実生苗木",""
"03362493","どろ実生苗木",""
"03362494","やしゃぶし実生苗木",""
"03362495","はぎ実生苗木",""
"03362499","他に分類されない広葉樹の実生苗木（こうぞ, みつまたの実生苗木を含む。）",""
"033625","外国種広葉樹の実生苗木",""
"0336251","モリシマアカシア実生苗木",""
"0336252","房アカシア実生苗木",""
"0336253","ユーカリ実生苗木",""
"0336259","その他の外国種広葉樹の実生苗木",""
"033626","広葉樹の苗木（実生苗木を除く。）",""
"0336261","広葉樹のさし木苗木",""
"03362611","ニセアカシアさし木苗木",""
"03362612","どろさし木苗木",""
"03362613","こうぞさし木苗木",""
"03362619","その他の広葉樹のさし木苗木",""
"0336262","外国種広葉樹のさし木苗木",""
"03362621","改良ポプラさし木苗木",""
"03362629","その他の外国種広葉樹のさし木苗木",""
"0336263","広葉樹のつぎ木苗木",""
"03362631","あぶらぎりつぎ木苗木",""
"03362632","はぜつぎ木苗木",""
"03362639","その他の広葉樹のつぎ木苗木",""
"0336264","広葉樹の分根苗木",""
"03362641","きり分根苗木",""
"03362649","その他の広葉樹の分根苗木",""
"033629","その他の林業用樹木・かん（灌）木・木質つる茎植物の苗木，だい木，穂木及びさし枝（果樹，穀果樹及び鑑賞用を除く。）",""
"03363","桑の苗木, だい木, 穂木及びさし枝",""
"033631","桑の苗木",""
"033632","桑のだい木",""
"033633","桑の穂木",""
"033634","桑のさし枝",""
"03364","茶の苗木・さし穂",""
"033641","茶さし木苗木",""
"033642","茶取木苗木",""
"033643","茶実生苗木",""
"033644","茶のさし穂",""
"033649","その他の茶の苗木・さし穂",""
"03369","その他の樹木・かん（灌）木・木質つる茎植物の苗木, だい木, 穂木及びさし枝",""
"0337","花きの苗",""
"033701","アキレア（のこぎり草）苗",""
"033702","アスター（しおん）苗",""
"033703","アスパラガス苗",""
"033704","アネモネ苗",""
"033705","アルストロメリア苗",""
"033706","インパチエンス苗",""
"033707","カーネーション苗",""
"033708","ガーベラ苗",""
"033711","カンパニュラ苗",""
"033712","ききょう苗",""
"033713","きく苗",""
"033714","グロキシニア苗",""
"033715","スターチス苗",""
"033716","すずらん苗",""
"033717","ゼラニウム苗",""
"033718","トルコぎきょう苗",""
"033721","マーガレット苗",""
"033722","ラナンキュラス苗",""
"033723","らん苗",""
"033724","りんどう苗",""
"033799","その他の花きの苗",""
"0339","その他の種苗",""
"03391","いぐさ苗",""
"03392","こんにゃく種いも",""
"03393","さとうきび蔗茎",""
"03394","種ばれいしょ",""
"03395","はっか種根",""
"03399","他に分類されない種苗",""
"034","花き",""
"0341","鉢物",""
"03411","1， 2年草",""
"0341101","アゲラタム",""
"0341102","あさがお",""
"0341103","アスター",""
"0341104","アリッサム",""
"0341105","かすみそう",""
"0341106","カルセオラリア",""
"0341107","きんぎょそう",""
"0341108","きんせんか",""
"0341111","きんれんか",""
"0341112","けいとう",""
"0341113","コスモス",""
"0341114","コデチア",""
"0341115","コリウス",""
"0341116","サルビア",""
"0341117","シザンサス",""
"0341118","ジニア（ひゃくにちそう）",""
"0341121","シネラリア（サイネリア）",""
"0341122","シレネ",""
"0341123","ストック",""
"0341124","せんにちこう",""
"0341125","ディモルフォセカ",""
"0341126","デージー",""
"0341127","とうがらし",""
"0341128","トルコぎきょう",""
"0341131","なす類",""
"03411311","フォックスフェイス",""
"03411312","ペピーノ",""
"03411319","その他のなす類",""
"0341132","にちにちそう",""
"0341133","はぼたん",""
"0341134","パンジー（すみれ）",""
"0341135","ビスカリア",""
"0341136","フロックス",""
"0341137","ペチュニア",""
"0341138","まつばぼたん",""
"0341141","マリーゴールド",""
"0341142","やぐるまぎく（やぐるまそう）",""
"0341143","ロベリア",""
"0341199","その他の１, ２年草",""
"03412","多年草",""
"03412001","アキメネス",""
"03412002","アキランサス",""
"03412003","アグラオネマ",""
"03412004","あざみ",""
"03412005","アスチルベ",""
"03412006","アスパラガス",""
"03412007","アナナス類",""
"034120071","アフェランドラ",""
"034120072","エクメア",""
"034120073","グズマニア",""
"034120074","ゲスネリア",""
"034120075","チランドシア",""
"034120076","パインアップル",""
"034120077","フリーセア",""
"034120079","その他のアナナス類",""
"03412008","アルメリア",""
"03412011","アロカシア",""
"034120111","くわずいも",""
"034120119","その他のアロカシア",""
"03412012","アンスリウム",""
"03412013","いわひば",""
"03412014","インパチェンス",""
"03412015","エキザカム",""
"03412016","エスキナンサス",""
"03412017","おきなぐさ",""
"03412018","おじぎそう",""
"03412021","おだまき",""
"03412022","おもと",""
"03412023","おりづるらん",""
"03412024","かくとらのお",""
"03412025","かすみそう",""
"03412026","カーネーション",""
"03412027","カラテア",""
"03412028","カランドリニア",""
"03412031","ガザニア",""
"03412032","ガーベラ",""
"03412033","カンパニュラ",""
"03412034","ききょう",""
"03412035","きく類",""
"0341203501","おおぎく",""
"0341203502","かんぎく",""
"0341203503","クッションマム",""
"0341203504","けんがいぎく",""
"0341203505","こぎく",""
"0341203506","さがぎく",""
"0341203507","スプレイマム",""
"0341203508","ぼさぎく",""
"0341203511","ポットマム",""
"0341203599","その他のきく類",""
"03412036","クテナンセ",""
"03412037","くもまぐさ",""
"03412038","クリスマスローズ",""
"03412041","クレマチス（てっせん）",""
"03412042","くんしらん",""
"03412043","げっとう",""
"03412044","こけさんご",""
"03412045","こまくさ",""
"03412046","コルムネア",""
"03412047","サラセニア",""
"03412048","しだ類",""
"0341204801","アジアンタム",""
"0341204802","おおたにわたり",""
"0341204803","おしだ",""
"0341204804","くさそてつ",""
"0341204805","くじゃくしだ",""
"0341204806","こうもりらん",""
"0341204807","こたにわたり",""
"0341204808","しのぶ",""
"0341204811","せっかたましだ",""
"0341204812","ぜんまい",""
"0341204813","たましだ（ネフロレピス）",""
"0341204814","のきしのぶ",""
"0341204815","びかくしだ",""
"0341204816","プテリス",""
"0341204817","へご",""
